UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	3883
0	2131
0	4667
309	4670
0	4014
11	3693
7	3336
0	964
0	4667
3	8
0	18
0	25
0	26
0	8
0	8
0	0
0	5
0	6
1	2
0	1
0	8
0	0
0	0
0	0
0	0
1408	472
0	460
53	4409
3	3702
5	2296
0	2043
0	1047
0	1492
0	496
4	3582
0	0
0	0
0	0
0	0
0	0
0	85
0	1
0	4
0	4
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2256
0	3147
7	681
1	7902
0	4172
4	264
2	2677
10	0
0	1053
7	449
14	3042
0	1722
3	77
2	1404
0	7935
0	1
0	1
0	6193
1	8974
12	23056
4	25014
0	12106
2	3073
1	5616
0	2712
6	1379
0	25
0	0
0	0
16	1598
2	1515
0	1592
0	1592
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	0
0	0
0	1
0	0
1	0
0	0
0	0
0	0
0	0
0	1002
0	293
2	160
1	203
3	989
0	1002
0	2605
3	670
0	517
0	188
2	162
2	215
1	248
2	2621
0	3996
0	4037
1	7
18	3992
1	7702
0	7656
0	7726
0	7334
0	3689
0	6916
0	7508
0	6694
0	6693
0	6274
0	3965
0	6126
0	6374
0	6356
0	5827
0	5947
0	6658
0	6304
0	5492
0	5887
0	6240
0	6158
0	6515
0	5899
0	5863
0	5547
0	5867
0	5558
0	6172
0	5661
0	6206
0	6065
0	5916
0	6243
4	2570
0	5488
0	5465
0	4635
0	5447
0	3522
0	5425
0	5449
0	5174
0	5515
0	5316
0	5804
0	5281
0	4848
