UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
12	2
1	1
0	0
0	0
0	2
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
1	0
2	3065
3	1870
1	3785
196	3786
1	3187
5	2879
5	2549
0	778
0	3785
1	0
2	2
0	3
0	4
1	1
0	1
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
833	370
0	361
68	4964
2	4195
11	2676
0	2153
0	1097
0	1480
0	439
5	4103
0	0
0	0
0	0
0	0
0	0
1	77
0	12
0	24
1	21
0	11
1	9
0	0
0	24
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1932
0	2482
0	560
2	6495
0	3426
0	185
0	2302
5	0
0	893
2	357
8	2630
0	1480
2	54
1	893
0	6513
0	0
0	0
1	5510
1	8147
7	21829
3	23759
0	11630
0	2789
1	5530
0	2569
1	1246
0	31
0	0
0	0
14	843
1	806
0	839
0	839
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	120
0	46
0	27
0	33
0	118
0	120
0	14040
26	4031
2	3137
0	1111
7	1101
7	1339
4	1444
4	14133
0	2081
0	2093
1	2
15	2080
0	4009
0	3992
0	4011
0	3812
0	1907
0	3622
0	3916
0	3528
0	3527
0	3341
0	2054
0	3225
0	3368
0	3351
0	3071
0	3112
0	3460
0	3277
0	2891
0	3097
0	3252
1	3226
0	3371
0	3078
0	3069
0	2891
0	3035
0	2918
0	3211
0	2907
0	3209
0	3172
0	3065
0	3235
1	1315
0	2865
0	2840
0	2441
0	2854
0	1849
2	2828
0	2843
0	2684
0	2817
0	2770
0	2996
0	2695
0	2469
0	2826
